# Title: CAIDA-AS 
# Directed graph: as-caida20071105.txt
# The CAIDA AS Relationships Dataset, from 11 05 2007
# Relationships:	-1 (<FromNodeId> is a customer of <ToNodeId>)
# 			1 (<FromNodeId> is a provider of <ToNodeId>)
# 			0 (<FromNodeId> and <ToNodeId> are peers)
# 			2 (<FromNodeId> and <ToNodeId> are siblings (the same organization).)
# Nodes:26475	Edges: 106762
# FromNodeId        ToNodeId	Relationship
24403	4847  
24403	24416  
24403	17431  
13273	25540  
13273	3549  
14783	701  
21595	702  
21595	701  
21595	8220  
21595	703  
21595	7132  
18487	209  
18487	3356  
18487	27784  
24554	4755  
39886	15557  
29632	42372  
29632	43214  
29632	8461  
29632	3255  
29632	16181  
29632	41435  
29632	43960  
29632	21411  
29632	41305  
29632	42980  
29632	42762  
29632	35320  
29632	44016  
29632	34775  
11081	23520  
11081	27748  
11081	27762  
11081	26434  
11081	26173  
11081	3549  
11081	701  
11081	26505  
11081	26473  
8229	28924  
8229	5561  
8229	8536  
15993	5617  
25268	8928  
41530	35638  
14712	27257  
14712	8001  
24442	4788  
24442	3758  
701	19296  
701	19783  
701	10882  
701	36099  
701	19455  
701	16995  
701	18192  
701	23010  
701	5006  
701	17173  
701	25785  
701	29784  
701	18832  
701	4628  
701	26787  
701	1932  
701	11870  
701	1785  
701	40125  
701	36490  
701	14109  
701	36266  
701	27480  
701	30631  
701	7862  
701	18860  
701	15172  
701	14392  
701	7704  
701	40155  
701	10441  
701	13122  
701	1244  
701	2154  
701	12238  
701	29976  
701	6541  
701	11734  
701	14340  
701	1810  
701	6233  
701	40037  
701	4358  
701	22495  
701	29767  
701	16410  
701	26274  
701	21223  
701	25867  
701	32523  
701	26088  
701	3655  
701	33505  
701	18709  
701	20310  
701	16616  
701	18695  
701	34774  
701	14484  
701	33090  
701	32449  
701	20444  
701	26831  
701	8048  
701	7337  
701	20217  
701	32578  
701	9399  
701	36032  
701	31749  
701	31948  
701	6327  
701	32409  
701	4657  
701	2274  
701	25869  
701	32828  
701	40325  
701	23311  
701	26279  
701	9908  
701	30064  
701	13387  
701	14566  
701	19213  
701	11336  
701	5048  
701	14694  
701	13445  
701	30228  
701	32952  
701	10511  
701	35934  
701	19851  
701	8090  
701	29339  
701	23397  
701	31892  
701	27573  
701	13489  
701	40424  
701	12028  
701	20437  
701	9312  
701	30375  
701	14891  
701	8085  
701	22575  
701	10553  
701	13954  
701	33445  
701	17988  
701	23097  
701	11740  
701	32042  
701	40051  
701	19637  
701	27174  
701	12353  
701	3707  
701	16565  
701	15026  
701	2710  
701	38173  
701	11831  
701	31888  
701	13506  
701	6315  
701	26644  
701	8255  
701	15355  
701	20402  
701	32055  
701	22527  
701	10075  
701	10820  
701	26929  
701	23025  
701	5742  
701	16801  
701	14947  
701	32442  
701	32193  
701	15202  
701	18971  
701	30197  
701	16822  
701	30082  
701	19111  
701	30672  
701	22467  
701	13434  
701	33748  
701	20171  
701	11743  
701	26134  
701	14580  
701	20050  
701	19741  
701	33495  
701	16988  
701	33347  
701	30718  
701	6762  
701	34386  
701	14279  
701	8221  
701	29937  
701	11209  
701	15130  
701	14019  
701	10444  
701	5621  
701	22078  
701	26956  
701	10950  
701	9583  
701	33192  
701	21301  
701	22456  
701	14458  
701	2518  
701	9808  
701	14328  
701	13715  
701	25753  
701	14898  
701	17018  
701	22587  
701	78  
701	20189  
701	25996  
701	19885  
701	14630  
701	19156  
701	33623  
701	3364  
701	29828  
701	17199  
701	11943  
701	23219  
701	11976  
701	11754  
701	26777  
701	27568  
701	32602  
701	7113  
701	13977  
701	16567  
701	6220  
701	32623  
701	9930  
701	13430  
701	15092  
701	4764  
701	29118  
701	13512  
701	545  
701	32942  
701	32215  
701	36103  
701	7310  
701	11524  
701	6419  
701	23068  
701	19118  
701	14793  
701	11562  
701	6109  
701	7845  
701	23035  
701	22373  
701	32206  
701	2686  
701	21636  
701	10931  
701	19683  
701	9237  
701	21549  
701	14266  
701	15802  
701	5093  
701	21942  
701	26408  
701	30349  
701	6568  
701	12954  
701	27460  
701	18353  
701	13323  
701	18894  
701	18952  
701	18958  
701	36223  
701	16949  
701	32752  
701	13733  
701	14161  
701	14226  
701	32754  
701	14965  
701	3585  
701	18702  
701	26863  
701	30529  
701	40499  
701	7054  
701	33123  
701	15145  
701	18577  
701	4243  
701	14417  
701	19535  
701	30383  
701	14587  
701	35885  
701	14338  
701	32641  
701	6254  
701	14958  
701	15137  
701	5774  
701	10844  
701	26485  
701	33137  
701	14254  
701	31914  
701	21923  
701	36003  
701	17412  
701	32985  
701	14203  
701	10389  
701	1913  
701	40460  
701	1294  
701	19382  
701	17215  
701	30454  
701	9416  
701	13630  
701	1358  
701	16834  
701	7726  
701	17502  
701	26711  
701	40458  
701	3614  
701	17557  
701	30690  
701	10851  
701	21832  
701	22634  
701	21763  
701	11911  
701	13741  
701	22409  
701	15782  
701	11023  
701	19606  
701	12115  
701	22846  
701	30098  
701	22571  
701	21423  
701	25991  
701	26450  
701	22610  
701	30121  
701	36030  
701	32240  
701	3584  
701	19328  
701	22220  
701	25850  
701	40072  
701	11621  
701	23326  
701	14811  
701	14251  
701	18475  
701	24010  
701	19563  
701	17435  
701	31550  
701	26455  
701	26018  
701	19943  
701	9347  
701	33520  
701	14743  
701	26164  
701	29821  
701	25472  
701	22218  
701	13690  
701	15327  
701	11439  
701	7657  
701	10912  
701	19523  
701	40004  
701	14010  
701	11518  
701	13576  
701	10615  
701	16912  
701	11650  
701	16804  
701	12701  
701	9989  
701	17194  
701	26578  
701	3738  
701	25899  
701	31947  
701	11657  
701	13758  
701	12333  
701	23354  
701	16838  
701	23987  
701	10694  
701	14959  
701	32688  
701	30254  
701	30017  
701	11927  
701	6730  
701	18628  
701	13593  
701	5650  
701	18872  
701	36382  
701	25692  
701	11165  
701	25603  
701	16898  
701	19335  
701	10885  
701	11552  
701	36415  
701	18705  
701	22137  
701	14742  
701	20159  
701	16746  
701	20060  
701	40336  
701	23665  
701	18013  
701	14669  
701	12178  
701	11719  
701	40365  
701	25984  
701	7643  
701	28729  
701	26342  
701	21987  
701	18811  
701	33199  
701	19014  
701	7933  
701	26228  
701	19121  
701	3079  
701	14928  
701	26108  
701	35923  
701	14379  
701	17300  
701	11198  
701	17282  
701	817	2
701	10913  
701	21814  
701	30149  
701	9497  
701	14154  
701	6947  
701	32795  
701	26376  
701	36067  
701	7910  
701	10215  
701	26270  
701	14230  
701	22242  
701	24395  
701	2911  
701	14396  
701	23153  
701	36442  
701	11475  
701	28763  
701	22233  
701	10370  
701	12199	2
701	24479  
701	33473  
701	17054  
701	11856  
701	15129  
701	26356  
701	36291  
701	23235  
701	23093  
701	19291  
701	32227  
701	27263  
701	15146  
701	32091  
701	32708  
701	23499  
701	22810  
701	31872  
701	13518  
701	26897  
701	6485  
701	17070  
701	16561  
701	13567  
701	30358  
701	40370  
701	23197  
701	17808  
701	546  
701	24951  
701	18574  
701	12106  
701	11452  
701	6126  
701	9241  
701	7385  
701	31952  
701	9070  
701	6468  
701	21548  
701	22776  
701	14989  
701	10110  
701	6167  
701	12168  
701	4314  
701	40197  
701	15846  
701	16831  
701	31830  
701	23350  
701	22755  
701	7718  
701	32260  
701	26727  
701	36121  
701	10891  
701	34079  
701	23749  
701	4739  
701	4411  
701	13313  
701	6319  
701	32534  
701	13433  
701	32289  
701	18379  
701	19135  
701	7393  
701	29970  
701	18509  
701	16536  
701	2571  
701	30504  
701	11215  
701	25992  
701	19834  
701	15332  
701	13517  
701	7065  
701	19576  
701	6394  
701	7104  
701	27639  
701	1668  
701	35898  
701	26432  
701	32957  
701	6577  
701	33944  
701	26571  
701	36215  
701	18506  
701	6624  
701	30039  
701	11247  
701	209  
701	32915  
701	26382  
701	16846  
701	40273  
701	36262  
701	32645  
701	36692  
701	16254  
701	40212  
701	26686  
701	7131  
701	80  
701	29944  
701	39432  
701	9466  
701	15206  
701	19979  
701	11527  
701	32926  
701	2532  
701	33741  
701	29952  
701	40107  
701	40532  
701	33543  
701	25983  
701	2497  
701	27600  
701	10487  
701	11520  
701	2172  
701	26245  
701	25630  
701	19364  
701	6646  
701	6620  
701	27434  
701	8069  
701	18523  
701	11480  
701	23705  
701	18584  
701	10997  
701	6066  
701	21589  
701	13614  
701	7088  
701	10517  
701	17389  
701	32606  
701	26807  
701	14573  
701	19434  
701	17078  
701	19801  
701	30330  
701	33251  
701	32495  
701	7046	2
701	32340  
701	19653  
701	32945  
701	15099  
701	17006  
701	13634  
701	3389  
701	26209  
701	21976  
701	40017  
701	15005  
701	26034  
701	22773  
701	10784  
701	6973  
701	14056  
701	3742  
701	19663  
701	25830  
701	26217  
701	10333  
701	41135  
701	13659  
701	14894  
701	17746  
701	14092  
701	23287  
701	3549  
701	40087  
701	11968  
701	20087  
701	27543  
701	25889  
701	22829  
701	11523  
701	18816  
701	25919  
701	5744  
701	7951  
701	14319  
701	18481  
701	36029  
701	22979  
701	32401  
701	21899  
701	17237  
701	11111  
701	17825  
701	14556  
701	26507  
701	29843  
701	29728  
701	10962  
701	23506  
701	30202  
701	18556  
701	18831  
701	26659  
701	36338  
701	17289  
701	26125  
701	14170  
701	22358  
701	19602  
701	11486  
701	4208  
701	22017  
701	8908  
701	33392  
701	14581  
701	33121  
701	7795  
701	12883  
701	32041  
701	33458  
701	19110  
701	35843  
701	40288  
701	39971  
701	32962  
701	26095  
701	22204  
701	17606  
701	25760  
701	23154  
701	30287  
701	19728  
701	1692  
701	22964  
701	11364  
701	27534  
701	9627  
701	12510  
701	30117  
701	29782  
701	8147  
701	22489  
701	18845  
701	11735  
701	31907  
701	22879  
701	33222  
701	11505  
701	14158  
701	2129  
701	10329  
701	2500  
701	27771  
701	6941  
701	3303  
701	39940  
701	6337  
701	40456  
701	22664  
701	26589  
701	12061  
701	19024  
701	18441  
701	11084  
701	5766  
701	16726  
701	32647  
701	26087  
701	15297  
701	24111  
701	3855  
701	20439  
701	23331  
701	14799  
701	3108  
701	20478  
701	18853  
701	14341  
701	40153  
701	10636  
701	38193  
701	7902  
701	22302  
701	19939  
701	33385  
701	18513  
701	32242  
701	25672  
701	32890  
701	36368  
701	6943  
701	29851  
701	32251  
701	27286  
701	30194  
701	13554  
701	18208  
701	27223  
701	32577  
701	2386  
701	23170  
701	12085  
701	15310  
701	11622  
701	11479  
701	10899  
701	24763  
701	813	2
701	7784  
701	30175  
701	31198  
701	22307  
701	18580  
701	1811  
701	17366  
701	1342  
701	14397  
701	17119  
701	26617  
701	29157  
701	19890  
701	33409  
701	15049  
701	10660  
701	7178  
701	20019  
701	9116  
701	13638  
701	26786  
701	32483  
701	35979  
701	29874  
701	36199  
701	7996  
701	11248  
701	8120  
701	21758  
701	35582  
701	16614  
701	18350  
701	13832  
701	17044  
701	25633  
701	109  
701	3216  
701	16463  
701	21775  
701	40103  
701	19896  
701	13388  
701	20376  
701	1239  
701	22190  
701	17066  
701	14805  
701	13790  
701	15623  
701	14680  
701	7395  
701	803  
701	9848  
701	2559  
701	14265  
701	40343  
701	16648  
701	32753  
701	5049  
701	3378  
701	30941  
701	16123  
701	13322  
701	40201  
701	29947  
701	25193  
701	32515  
701	6503  
701	19769  
701	31273  
701	3464  
701	10846  
701	26222  
701	19176  
701	27366  
701	33136  
701	40199  
701	16763  
701	15111  
701	27513  
701	12491  
701	8497  
701	32334  
701	12389  
701	14948  
701	15059  
701	20282  
701	22112  
701	8167  
701	8632  
701	4596  
701	30090  
701	6569  
701	19139  
701	8012  
701	11468  
701	18605  
701	16869  
701	23357  
701	13892  
701	1661  
701	30331  
701	27302  
701	21608  
701	19380  
701	21705  
701	33640  
701	30153  
701	6295  
701	17097  
701	20008  
701	25994  
701	19004  
701	22077  
701	10143  
701	21593  
701	11363  
701	18493  
701	29997  
701	14796  
701	21989  
701	13588  
701	21588  
701	15247  
701	23437  
701	4979  
701	22641  
701	7260  
701	18864  
701	41365  
701	14280  
701	27271  
701	5413  
701	21984  
701	7705  
701	293  
701	30492  
701	18716  
701	13716  
701	14689  
701	1299  
701	1663  
701	19352  
701	22375  
701	22222  
701	23342  
701	19430  
701	11890  
701	3737  
701	14807  
701	25851  
701	21908  
701	30022  
701	11732  
701	7124  
701	15261  
701	17384  
701	9660  
701	14904  
701	19936  
701	7753  
701	2044  
701	22260  
701	10457  
701	20005  
701	9800  
701	20385  
701	20355  
701	14151  
701	7165  
701	16435  
701	10857  
701	32948  
701	22802  
701	26750  
701	17010  
701	27781  
701	29992  
701	11704  
701	9584  
701	32941  
701	32748  
701	90  
701	29801  
701	33259  
701	28883  
701	23088  
701	19290  
701	15086  
701	26990  
701	27270  
701	6981  
701	16747  
701	20061  
701	11123  
701	26165  
701	32377  
701	21658  
701	21993  
701	7256  
701	22351  
701	16937  
701	33230  
701	16817  
701	12098  
701	11227  
701	18900  
701	26503  
701	19197  
701	3573  
701	21737  
701	27506  
701	26966  
701	22472  
701	10325  
701	6747  
701	22833  
701	7764  
701	6341  
701	32604  
701	11346  
701	18503  
701	17406  
701	36776  
701	16944  
701	19724  
701	26057  
701	16659  
701	17051  
701	4983  
701	12281  
701	26805  
701	35967  
701	23327  
701	11199  
701	10100  
701	9299  
701	14940  
701	37888  
701	12234	2
701	13483  
701	27206  
701	27019  
701	30163  
701	9498  
701	16439  
701	6993  
701	33474  
701	12120  
701	36418  
701	18760  
701	26355  
701	23377  
701	19642  
701	19721  
701	16926  
701	23732  
701	17009  
701	36376  
701	18736  
701	12245  
701	9553  
701	23096  
701	26856  
701	855  
701	26691  
701	16673  
701	40403  
701	2005  
701	19020  
701	11830  
701	2828  
701	22764  
701	23368  
701	11045  
701	15147  
701	26387  
701	6195  
701	18478  
701	40071  
701	21886  
701	16413  
701	22753  
701	12154  
701	15293  
701	13829  
701	1997  
701	11655  
701	8400  
701	1680  
701	25967  
701	26000  
701	26196  
701	31878  
701	33745  
701	19285  
701	11908  
701	8452  
701	11954  
701	21762  
701	21551  
701	22337  
701	27298  
701	13812  
701	174  
701	14744  
701	32540  
701	13030  
701	11232  
701	12169  
701	7554  
701	23427  
701	36431  
701	23992  
701	188  
701	11926  
701	19690  
701	33713  
701	23148  
701	26665  
701	13791  
701	16711  
701	16476  
701	16466  
701	21733  
701	31836  
701	19236  
701	23185  
701	10695  
701	13562  
701	21927  
701	2165  
701	9269  
701	22853  
701	28704  
701	30462  
701	32528  
701	21934  
701	26832  
701	21542  
701	29373  
701	16524  
701	15917  
701	20397  
701	9901  
701	6  
701	36633  
701	17755  
701	36076  
701	11643  
701	32682  
701	30328  
701	17073  
701	705  
701	32867  
701	33549  
701	21633  
701	19008  
701	19510  
701	32853  
701	23940  
701	11676  
701	32087  
701	19017  
701	27468  
701	36564  
701	29891  
701	27247  
701	14281  
701	30515  
701	10998  
701	6453  
701	32975  
701	12182  
701	27377  
701	13642  
701	14297  
701	14975  
701	7722  
701	8158  
701	157  
701	40490  
701	22516  
701	11273  
701	32531  
701	19294  
701	33588  
701	13794  
701	14228  
701	18802  
701	23399  
701	23239  
701	14171  
701	20421  
701	33276  
701	14259  
701	6544  
701	11985  
701	4927  
701	30664  
701	27301  
701	22920  
701	11847  
701	32680  
701	19863  
701	11233  
701	3495  
701	13543  
701	13156  
701	17275  
701	28716  
701	36677  
701	22621  
701	14681  
701	13461  
701	16493  
701	14431  
701	13223  
701	36263  
701	2631  
701	21847  
701	16236  
701	27755  
701	16733  
701	31847  
701	3297  
701	17669  
701	11939  
701	19835  
701	21399  
701	26381  
701	36313  
701	3705  
701	22294  
701	21952  
701	25725  
701	23198  
701	9680  
701	1784  
701	10794  
701	25801  
701	12008  
701	15740  
701	16983  
701	10890  
701	18924  
701	7453  
701	18052  
701	547  
701	26188  
701	26726  
701	29308  
701	40469  
701	17169  
701	22733  
701	39992  
701	19250  
701	16787  
701	36138  
701	32261  
701	13316  
701	33106  
701	13494  
701	26613  
701	14414  
701	33680  
701	13860  
701	24130  
701	18784  
701	18722  
701	20183  
701	36661  
701	18220  
701	33424  
701	13848  
701	12161  
701	27189  
701	10911  
701	17710  
701	7496  
701	11722  
701	16646  
701	40196  
701	33363  
701	11992  
701	22443  
701	19311  
701	13248  
701	13570  
701	9927  
701	14652  
701	27427  
701	25713  
701	6550  
701	21848  
701	17150  
701	11204  
701	9751  
701	14108  
701	6261  
701	11533  
701	22380  
701	2830  
701	20409  
701	10361  
701	3670  
701	26187  
701	31755  
701	20371  
701	8657  
701	10411  
701	32312  
701	23524  
701	21587  
701	4249  
701	26668  
701	22556  
701	4788  
701	13789  
701	39010  
701	3741  
701	33377  
701	27518  
701	16810  
701	15165  
701	16320  
701	15132  
701	20007  
701	15079  
701	20088  
701	21264  
701	30297  
701	26146  
701	33366  
701	20352  
701	29719  
701	23482  
701	12153  
701	26421  
701	33010  
701	14808  
701	14837  
701	32102  
701	7646  
701	12041  
701	13893  
701	20179  
701	1660  
701	32944  
701	20468  
701	14508  
701	8151  
701	22502  
701	23199  
701	27222  
701	21754  
701	18867  
701	30563  
701	32424  
701	19288  
701	23533  
701	7127  
701	28688  
701	4761  
701	36017  
701	26866  
701	14932  
701	30513  
701	14089  
701	15048  
701	22863  
701	14148  
701	10864  
701	20417  
701	30100  
701	4766  
701	23959  
701	26695  
701	25485  
701	7045  
701	10273  
701	15965  
701	11473  
701	26460  
701	38452  
701	20287  
701	16464  
701	31908  
701	11007  
701	22709  
701	6410  
701	10571  
701	13718  
701	18943  
701	17373	2
701	30518  
701	28680  
701	22771  
701	22144  
701	27238  
701	18534  
701	16704  
701	3955  
701	32516  
701	21870  
701	12956  
701	14825  
701	7828  
701	27008  
701	32869  
701	16845  
701	16469  
701	23257  
701	22283  
701	25357  
701	19540  
701	19830  
701	18713  
701	11521  
701	22801  
701	22907  
701	6983  
701	25989  
701	30337  
701	21821  
701	12216  
701	6303  
701	36355  
701	12181  
701	26488  
701	25923  
701	12643  
701	21729  
701	3147  
701	23245  
701	12180  
701	26062  
701	25207  
701	22650  
701	13572  
701	36280  
701	14424  
701	3080  
701	33260  
701	22778  
701	2047  
701	144  
701	25688  
701	31641  
701	16422  
701	6118  
701	25932  
701	27003  
701	33586  
701	38220  
701	32255  
701	19323  
701	26260  
701	36124  
701	7965  
701	16533  
701	15429  
701	13372  
701	773  
701	40023  
701	40388  
701	22821  
701	16868  
701	30595  
701	30332  
701	14967  
701	8990  
701	36533  
701	33945  
701	27900  
701	33332  
701	32169  
701	11462  
701	22334  
701	21925  
701	6250  
701	23505  
701	27584  
701	19351  
701	16638  
701	26889  
701	16729  
701	30211  
701	22205  
701	6352  
701	23079  
701	2752  
701	14826  
701	12110  
701	15012  
701	11437  
701	30406  
701	18940  
701	25955  
701	7734  
701	26395  
701	33054  
701	30273  
701	25733  
701	26764  
701	28939  
701	14591  
701	31867  
701	12131  
701	22239  
701	36560  
701	27358  
701	40466  
701	42979  
701	13578  
701	18473  
701	21511  
701	1874  
701	19918  
701	6619  
701	29761  
701	26584  
701	41383  
701	18102  
701	21309  
701	33159  
701	20153  
701	7762  
701	5466  
701	19658  
701	32243  
701	16892  
701	9246  
701	11183  
701	18728  
701	13547  
701	18876  
701	13768  
701	6309  
701	27363  
701	14492  
701	10970  
701	11057  
701	26539  
701	20156  
701	10703  
701	28513  
701	33337  
701	22135  
701	26079  
701	14013  
701	19077  
701	9650  
701	8342  
701	6407  
701	36148  
701	15088  
701	2603  
701	26690  
701	21872  
701	11563  
701	36614  
701	30260  
701	13610  
701	22462  
701	23520  
701	32691  
701	6462  
701	26092  
701	14745  
701	36011  
701	22815  
701	24897  
701	13409  
701	11339  
701	14293  
701	2905  
701	16479  
701	23172  
701	21680  
701	2707  
701	6371  
701	4854  
701	22298  
701	22314  
701	11841  
701	21611  
701	11171  
701	11263  
701	11933  
701	22089  
701	27561  
701	7838  
701	27248  
701	36527  
701	36335  
701	11605  
701	38948  
701	18800  
701	16829  
701	16721  
701	18107  
701	33605  
701	6373  
701	17645  
701	11716  
701	14923  
701	32165  
701	13842  
701	11329  
701	18345  
701	3769  
701	32910  
701	26731  
701	11950  
701	26319  
701	6482  
701	10754  
701	30189  
701	19088  
701	17302  
701	14915  
701	13997  
701	3465  
701	31377  
701	16986  
701	8002  
701	7407	2
701	7018  
701	32886  
701	3965  
701	21535  
701	13454  
701	11027  
701	11854  
701	26392  
701	33513  
701	10879  
701	7091  
701	39024  
701	11154  
701	19479  
701	38531  
701	33278  
701	19459  
701	19168  
701	22211  
701	24228  
701	11867  
701	10317  
701	32079  
701	18583  
701	32095  
701	11196  
701	17168  
701	19225  
701	8602  
701	20400  
701	16516  
701	26895  
701	32841  
701	24077  
701	24849  
701	23214  
701	3481  
701	20205  
701	20416  
701	22574  
701	11656  
701	21624  
701	17323  
701	26716  
701	15073  
701	11891  
701	33428  
701	29779  
701	21825  
701	16793  
701	27343  
701	26704  
701	12789  
701	23275  
701	30301  
701	10453  
701	36407  
701	32725  
701	17494  
701	30585  
701	19133  
701	29931  
701	22280  
701	3087  
701	17895  
701	25970  
701	4134  
701	19912  
701	29898  
701	13380  
701	31763  
701	12083  
701	26656  
701	20435  
701	7410  
701	19126  
701	33759  
701	23213  
701	10995  
701	26833  
701	22188  
701	17361  
701	19438  
701	14273  
701	39901  
701	32933  
701	34529  
701	12170  
701	14987  
701	11360  
701	13444  
701	27389  
701	32727  
701	13849  
701	22588  
701	140  
701	14032  
701	16848  
701	3768  
701	24313  
701	26105  
701	26304  
701	4781  
701	30372  
701	26144  
701	16833  
701	4230  
701	33245  
701	22498  
701	13778  
701	4996  
701	9595  
701	14523  
701	19170  
701	32030  
701	10978  
701	21782  
701	7579  
701	13636  
701	26141  
701	14246  
701	7312  
701	33197  
701	15533  
701	20034  
701	30573  
701	22450  
701	19886  
701	10535  
701	11813  
701	11030  
701	14783  
701	21595  
701	32864  
701	22410  
701	11081  
701	6062  
701	25931  
701	22941  
701	17035  
701	22883  
701	31814  
701	11217  
701	19140  
701	21617  
701	15239  
701	9365  
701	13731  
701	15087  
701	12213  
701	21955  
701	14110  
701	27896  
701	17087  
701	25681  
701	39097  
701	19511  
701	16390  
701	20472  
701	15069  
701	19623  
701	21197  
701	40039  
701	14163  
701	24473  
701	23509  
701	40351  
701	26641  
701	17561  
701	26959  
701	18801  
701	39470  
701	32117  
701	21509  
701	22654  
701	122  
701	25703  
701	12066  
701	14502  
701	26032  
701	41906  
701	14551	2
701	18666  
701	20292  
701	14378  
701	11564  
701	9605  
701	12192  
701	11040  
701	4725  
701	11395  
701	7368  
701	22435  
701	40234  
701	21949  
701	11807  
701	18602  
701	26349  
701	36157  
701	11286  
701	125  
701	22338  
701	11793  
701	26914  
701	25339  
701	26459  
701	32025  
701	27796  
701	1280  
701	7116  
701	9418  
701	4364  
701	13418  
701	6917  
701	11914  
701	22743  
701	11429  
701	27002  
701	16927  
701	23406  
701	19864  
701	27467  
701	33087  
701	33471  
701	30389  
701	8567  
701	26195  
701	19425  
701	16785  
701	19319  
701	17386  
701	18302  
701	13806  
701	186  
701	7270  
701	17161  
701	5055  
701	18874  
701	33639  
701	32303  
701	29791  
701	6432  
701	6022  
701	38172  
701	16753  
701	26239  
701	36515  
701	16696  
701	10779  
701	18859  
701	17439  
701	27716  
701	33534  
701	32336  
701	21883  
701	3561  
701	22216  
701	702	2
701	18514  
701	25938  
701	16672  
701	35240  
701	8188  
701	27871  
701	16578  
701	26631  
701	7788  
701	17170  
701	19402  
701	6566  
701	6907  
701	33402  
701	15290  
701	27269  
701	17338  
701	6648  
701	11487  
701	30310  
701	297  
701	14491  
701	27016  
701	15604  
701	27325  
701	18037  
701	30368  
701	23474  
701	16751  
701	33626  
701	24729  
701	12251  
701	20348  
701	20134  
701	14136  
701	6423  
701	16558  
701	13375  
701	18750  
701	13381  
701	16710  
701	32650  
701	29736  
701	17020  
701	12026  
701	7362  
701	21672  
701	6289  
701	173  
701	23049  
701	19820  
701	32921  
701	13889  
701	18108  
701	22235  
701	17397  
701	15251  
701	22680  
701	18201  
701	8047  
701	5486  
701	7153  
701	30588  
701	22034  
701	39386  
701	9555  
701	25959  
701	16617  
701	14432  
701	3329  
701	28687  
701	11553  
701	18757  
701	20123  
701	33673  
701	12221  
701	33450  
701	14166  
701	19829  
701	11635  
701	10910  
701	20234  
701	24093  
701	29120  
701	7871  
701	206  
701	32684  
701	3816  
701	1659  
701	18678  
701	6984  
701	26153  
701	22809  
701	30348  
701	14687  
701	19480  
701	14693  
701	8014  
701	9910  
701	30338  
701	8015  
701	30113  
701	14389  
701	17106  
701	22273  
701	30680  
701	6595  
701	32510  
701	5797  
701	13631  
701	10592  
701	21996  
701	16720  
701	32244  
701	32254  
701	33738  
701	10967  
701	14864  
701	21773  
701	32016  
701	33417  
701	15190  
701	11101  
701	14770  
701	40106  
701	36311  
701	26497  
701	5112  
701	18206  
701	4513  
701	18701  
701	33252  
701	35989  
701	26186  
701	10461  
701	3770  
701	14852  
701	13431  
701	18972  
701	30136  
701	14443  
701	23359  
701	29964  
701	14586  
701	36008  
701	14366  
701	19010  
701	11389  
701	49  
701	28502  
701	7786  
701	23123  
701	7423  
701	2052  
701	26521  
701	33383  
701	14420  
701	13507  
701	30250  
701	41042  
701	21724  
701	19239  
701	27532  
701	13524  
701	21558  
701	11653  
701	1678  
701	26180  
701	22203  
701	15035  
701	25655  
701	40024  
701	26068  
701	19443  
701	17032  
701	14267  
701	31110  
701	29731  
701	11067  
701	23304  
701	1270  
701	12012  
701	22722  
701	39994  
701	10584  
701	7723  
701	27030  
701	21986  
701	29700  
701	6411  
701	12103  
701	22224  
701	14654  
701	7744  
701	25997  
701	25920  
701	12611  
701	12056  
701	33343  
701	14277  
701	4378  
701	26298  
701	18745  
701	36694  
701	13756  
701	19333  
701	26423  
701	31873  
701	23335  
701	17130  
701	26757  
701	3911  
701	11829  
701	30280  
701	4837  
701	12114  
701	20453  
701	15226  
701	30494  
701	22493  
701	2923  
701	20447  
701	32644  
701	17766  
701	30644  
701	14792  
701	5511  
701	11108  
701	25736  
701	40390  
701	40144  
701	32588  
701	33408  
701	33715  
701	33338  
701	15346  
701	25940  
701	7738  
701	30711  
701	18101  
701	32572  
701	11884  
701	26579  
701	1699  
701	19536  
701	26955  
701	3093  
701	30092  
701	21943  
701	34029  
701	12163  
701	9797  
701	34439  
701	7767  
701	9503  
701	17608  
701	19398  
701	22991  
701	35937  
701	22848  
701	40443  
701	11556  
701	7381  
701	12257  
701	20064  
701	23124  
701	10599  
701	22417  
701	19271  
701	18106  
701	17284  
701	14871  
701	32035  
701	19573  
701	19612  
701	30239  
701	22182  
701	3257  
701	18550  
701	32489  
701	18529  
701	11115  
701	14952  
701	16815  
701	3621  
701	39931  
701	25667  
701	14086  
701	6163  
701	15302  
701	16677  
701	22816  
701	7047  
701	22353  
701	25065  
701	33465  
701	14579  
701	2035  
701	22747  
701	29587  
701	29454  
701	11853  
701	7224  
701	3356  
701	22967  
701	32438  
701	17547  
701	18465  
701	32671  
701	21590  
701	36537  
701	26657  
701	29885  
701	39973  
701	12006  
701	10379  
701	22962  
701	5639  
701	20364  
701	16877  
701	4807  
701	30510  
701	40286  
701	33108  
701	6932  
701	32078  
701	33232  
701	29906  
701	3801  
701	14248  
701	8470  
701	10552  
701	7727  
701	36162  
701	12167  
701	13330  
701	15270  
701	26131  
701	22125  
701	23098  
701	17486  
701	26179  
701	40256  
701	33452  
701	37996  
701	15358  
701	6435  
701	13996  
701	10264  
701	13486  
701	21901  
701	9468  
701	36249  
701	12087  
701	23543  
701	8051  
701	11639  
701	32967  
701	26583  
701	23028  
701	1757  
701	31864  
701	19347  
701	25144  
701	11624  
701	25602  
701	31855  
701	40213  
701	27365  
701	27321  
701	20132  
701	39960  
701	18606  
701	26410  
701	16728  
701	22346  
701	17253  
701	38082  
701	40185  
